gene_id,r542,r543,r544,r545,r546,r547,r548,r549
ENSG00000001630,1.9663972421146863,1.983002698428565,1.9519159817948952,1.8637204443180162,2.412350684465132,2.365244599589063,1.9476175363123642,2.2474293179886713
ENSG00000001631,1.4448048636080122,1.4469919490915641,1.4894453140855215,1.4717753461447163,1.5398685045340184,1.45821924553493,1.342145089360356,1.5093563443342468
ENSG00000002016,1.167640529540662,1.1847246205018802,1.045477919345631,1.054230294710588,1.0870758076113627,1.0946211876067156,1.0837784195306162,1.1364145338666671
ENSG00000002079,1.001506829136558,1.003076870520527,1.0,1.0005841732044694,1.0,1.0,1.0,1.000713957355369
ENSG00000002330,1.0545151082200654,1.0534936868840281,1.0193318539537184,1.048815100860872,1.0724008280375272,1.0482710666393191,1.0749985811439875,1.1039742629899358
ENSG00000002549,1.6399128250351627,1.535047638372971,1.2805584788688205,1.2677575036349442,1.5494621765720975,1.5571355684356185,1.4852567852341831,1.674456131831873
ENSG00000002586,1.0356872461714828,1.0392366763527154,1.0713302077834674,1.0616379686854738,1.0374384526262521,1.0422520951484415,1.0760870124120054,1.1016097392293067
ENSG00000002587,1.0741560234601444,1.080036795731875,1.009189492053523,1.0104003206647196,1.0236386004428184,1.0231275802919337,1.0501046187039682,1.0713714001801833
ENSG00000002746,1.0,1.0001081980706898,1.0014419741739062,1.0015356526285928,1.0,1.000043280202027,1.0010816157254514,1.0012545990141015
ENSG00000002822,1.0081426319595292,1.0056586794743954,1.0178934100359802,1.0208755167738996,1.015675968416301,1.0160969026619477,1.019089839993331,1.0228365018004255
ENSG00000002834,2.446804085254743,2.289371194236538,1.4200242026012817,1.5554922483881062,2.1495813016443512,2.221963671106823,2.499159606812684,2.84819125654551
ENSG00000002919,1.6906763326965835,1.5836297969404305,1.6255557266455007,1.5844911433485693,1.6108039853428784,1.7082667089984767,1.6439669844994018,1.7682351491014665
ENSG00000003056,5.027764483909201,4.7620192013811735,3.8255108991498834,3.9808844444597287,3.8976373541654934,4.00209939640103,3.6310344165075668,3.746140750800969
ENSG00000003096,1.0024793038796986,1.00112486349214,1.01999362599269,1.0202497143398952,1.0248231869359148,1.0246317328673198,1.0215152613334566,1.0219842271109814
ENSG00000003137,1.336020536309382,1.2894095599002704,1.1080158694132394,1.1216851866053748,1.0404786701903794,1.029749698812604,1.4766979310620056,1.622072910478441
ENSG00000003147,1.0062621131848415,1.0071093677858083,1.0003750519559893,1.000281298107299,1.055056793368935,1.0490521797951424,1.0098129449411213,1.0108585941492676
ENSG00000003249,1.4799444875291095,1.4228842197284186,1.0209537229948267,1.0181569947010851,1.161249209010142,1.1331492010399717,1.053007041482044,1.0390752087989141
ENSG00000003393,1.4009750436730866,1.4088585683197834,1.28318097894557,1.3409609845188626,1.4237879045023567,1.4230832941527298,1.2797565377304745,1.4008329961204071
ENSG00000003400,1.223156847153167,1.1703994098017723,1.044575974907499,1.0521097933013028,1.3027752594516033,1.2569502531339052,1.0588359800977463,1.073648881662408
ENSG00000003402,1.5563852694095348,1.4900566244643114,1.8117669376257126,1.7159724201649442,1.614064314506465,1.5585615318004569,1.2344154797995084,1.3563579443780314
ENSG00000003436,1.2196363038402829,1.1609459964483086,1.4182331336804153,1.391998620653146,1.4043527445206327,1.3793326160166115,1.6332172896717376,1.845120673731607
ENSG00000003509,1.200322294460808,1.2409859040247386,1.0975501212600247,1.123176166324554,1.349201068264283,1.3180969853392992,1.1340237470080807,1.2870939887325437
ENSG00000003756,1.6653791263206121,1.8060435347285275,1.8700490184366625,1.8632882984921901,1.6526929891713025,1.6018581273015755,1.7127894473310055,1.966961966334721
ENSG00000003987,1.0127545850483588,1.011796169000543,1.0307174503935637,1.026254741482568,1.0214015496989683,1.0139052733536489,1.0333278466044187,1.0484454589226904
ENSG00000003989,1.0071093677858083,1.0040410946004263,1.2039215407294046,1.2805822332894006,1.1867540845831823,1.1587958760005816,1.745508417136955,2.0456246941560727
ENSG00000004059,3.905716726203634,3.755400369229264,3.5799645330623693,3.7628909204656336,4.274612040757496,4.393292629749769,3.137180520636243,3.2555566270567446
ENSG00000004139,1.0768942485031734,1.068966541433937,1.1662141097040752,1.1797339660574058,1.087347421030198,1.1279501756377237,1.0285125748112898,1.0300535155652004
ENSG00000004142,2.447272376345499,2.3159603237870585,1.6836650178074826,1.7457966580103832,2.2688266047878534,2.2996285828354504,2.139809991133104,2.3829881233393624
ENSG00000004399,1.0707327858244307,1.0612439436408918,1.0262193241039845,1.0284347772832494,1.0868788559017248,1.083853289239096,1.088460501727596,1.1186321576066884
ENSG00000004455,2.05720070334863,2.011248727933835,2.03787416566112,2.083917946315223,2.227180397951779,2.227195804101669,1.9307032800976345,2.0887318546023046
ENSG00000004468,1.0008725665749558,1.0003317817059707,1.0,1.0,1.0087952161250517,1.00360943214874,1.0008509390717752,1.0013771162956315
ENSG00000004478,3.4288445353990937,3.4327977629431317,2.2067494844361355,2.3487281542310776,2.1403794876527114,2.277273635754233,2.111208298840415,2.2408821356301836
ENSG00000004487,1.6489209590151712,1.5879937825088408,1.6831933881028607,1.7437088366924252,1.8508114222026224,1.8116929665414867,1.5329702013940631,1.713858548703094
ENSG00000004534,1.0889082066056417,1.0780154202675758,1.0617139962200977,1.067852076795546,1.078596172746822,1.0751218410048757,1.0738407941196122,1.0955464012510412
ENSG00000004660,1.0188050657003693,1.024851548340935,1.0214157641434327,1.0278193217124945,1.0035806500592348,1.0031272563913762,1.0371643076351127,1.0557648441271206
ENSG00000004700,3.045060228360367,2.942809113463427,2.8259260239587563,2.69360292600481,2.170716663472936,2.099046035953828,2.4344894553819034,2.659394864260342
ENSG00000004766,1.119283127340129,1.1158056705913808,1.135508602885006,1.1199603554540452,1.187527066692172,1.171930555892301,1.1225733334233938,1.1749432543194247
ENSG00000004776,1.0185059921825323,1.0140267210497331,1.0158329413085985,1.023837281628,1.0,1.0051340617834652,1.0,1.007339046008162
ENSG00000004777,1.0873745795598058,1.1481076118206313,1.08980997790732,1.0818440734330927,1.080152802286244,1.0965384892876597,1.0798798308388504,1.1030208589026205
ENSG00000004779,1.6095138625810403,1.5711962360473724,1.7110455087427479,1.675138450511363,1.4529011250487391,1.471915778972064,1.326796181685643,1.4067652194028741
ENSG00000004799,1.2739395352418168,1.2217657434016302,1.0042928380652505,1.0,1.0031704428801282,1.0055365252703152,1.049944362996108,1.1034976397033363
ENSG00000004838,1.041859746215927,1.015982763138489,1.0,1.0,1.0133479116433348,1.0077911181803152,1.0,1.0111449411719342
ENSG00000004848,1.0221192041560294,1.01163160071362,1.0,1.0,1.0384502292512112,1.0267150882991902,1.0,1.0020327672432883
ENSG00000004864,1.113413798374389,1.1089860453410219,1.0728535436955062,1.069901477093386,1.2024678741432122,1.2211470442468926,1.1051416603234239,1.1367754348323327
ENSG00000004866,1.0506270680317222,1.0441912534296747,1.0417476269199009,1.0464910601940334,1.0727438074895201,1.0669158116511879,1.0357928007274477,1.0475732866248029
ENSG00000004897,2.369229155803242,2.315876298180216,2.364390333080309,2.3679580895346897,1.9316830570598058,1.882204794750098,2.882097167230631,3.246161789514764
ENSG00000004948,1.0,1.0,1.001117655621055,1.0006995374707033,1.0001370495191353,1.0,1.0038324738752646,1.0058382992228938
ENSG00000004961,2.016253829763532,2.017195034081938,1.5204272775200016,1.5984271426847463,2.3855580439892474,2.394739116793586,1.6993561803006596,1.9493481642885633
ENSG00000004975,1.4722850000727277,1.4546391661079938,1.2899642723883133,1.3205424424284595,1.5387318343014085,1.5524754444910331,1.8003801773239063,2.036485750511291
ENSG00000005001,1.0894032335693629,1.1304762504519579,1.0,1.0,1.1513003298233024,1.2039653786034499,1.0039188033514528,1.0
ENSG00000005007,1.8012124715477393,1.7185961648990633,1.6650334169961654,1.6556723918937062,1.9226812034857037,1.9458848298160258,1.5459930725759978,1.6830451297757438
ENSG00000005020,1.2051547552747046,1.1735752072349424,1.364174585802253,1.3667222661991818,1.191707923534954,1.1887490538444552,1.1139338182195233,1.1535848624631382
ENSG00000005022,6.286454262718871,6.114937493041241,6.4001416805111875,6.354873496333864,7.326420498340152,7.347461921471979,6.139092891349835,6.547209195381207
ENSG00000005059,1.0887250714024261,1.0814896163037857,1.0558620004489079,1.0510031144315344,1.0633924925249916,1.0582541448779865,1.1019324025765158,1.1169103223125052
ENSG00000005073,1.6920387965897674,1.5240937734126514,1.3262439473063785,1.3026173574487092,1.3692487019247617,1.2175843658496068,1.0052275008142426,1.0
ENSG00000005075,1.12713138546411,1.1272634798305454,1.2372394119919474,1.2474900827436064,1.0748479159001674,1.0906840901092454,1.0967880910899925,1.2232557190211695
ENSG00000005100,1.8131716680914167,1.8027433011344103,1.6001888613477746,1.6664293924436409,1.9831924590206471,1.9412678536903223,1.9566551723197791,2.136486721282728
ENSG00000005102,1.0020255639067803,1.0091751566347626,1.0197872995384059,1.0223749155096344,1.010514902683862,1.0108657535175465,1.0,1.0
ENSG00000005108,1.001514035063554,1.001074407638292,1.000043280202027,1.0000937721300966,1.0086087936255967,1.011338193288067,1.0002740860204213,1.000223600402754
ENSG00000005156,1.4674986073683682,1.4548339068988687,1.3783118516481763,1.36194237050534,1.7860442685984048,1.786412354267465,1.5817127795703405,1.7734014071422706
ENSG00000005175,1.744225692409636,1.7537884981176666,1.943752580423006,1.8607761191135415,1.9412866365564267,1.9201636995911027,1.7239778759242046,1.9036630454965233
ENSG00000005187,1.0021768264210977,1.002428895373744,1.0001154109868933,1.0001154109868933,1.0006274358853733,1.0006923274743225,1.0039763534657824,1.0014131488101978
ENSG00000005189,1.0823755958925645,1.0840030170008095,1.0999818782074666,1.0765522544561126,1.0988170324640654,1.0965317426936287,1.0278617753545092,1.0407030973678768
ENSG00000005194,2.0145766796843048,1.856332396308599,1.75987167616684,1.6626840394872373,1.7158889787751948,1.709493569376313,1.500909104194386,1.6339054431022093
ENSG00000005206,1.1626740994848408,1.2191158466078247,1.1916510793854227,1.1957822313516284,1.1290587634876053,1.166034100697278,1.092850146832953,1.1297577915826558
ENSG00000005238,1.533697893809561,1.5240235446198656,1.4485785546947534,1.5010314386253607,1.1476323268238584,1.1645159888125167,1.5926364286065773,1.8222773867315154
ENSG00000005243,1.036320457695103,1.077222486534871,1.0660616282593811,1.0930327591815276,1.0,1.0015212409545582,1.0,1.0065278313153656
ENSG00000005249,1.2501369407351801,1.2138636041584168,1.1130003155145045,1.1096681232427654,1.8050777897249537,1.744242917744958,1.160565277681605,1.19938024312863
ENSG00000005302,1.838560542929053,1.7842652589204155,2.2553708092108686,2.1005774040757204,2.107048389435836,2.0942901276635513,1.8482774033210432,2.043113487175844
ENSG00000005339,1.1754479533848126,1.1880020551317605,1.1991289255149036,1.1994556298765282,1.1861899264154008,1.1871279555140222,1.115359577489678,1.1457622212275345
ENSG00000005379,1.0078915594284161,1.0160826357153452,1.0006779073734613,1.0,1.005981978921937,1.0058814046350957,1.0046380148287488,1.006556554668544
ENSG00000005436,1.3762014625665286,1.3917237346805809,1.3909207677532627,1.3836849412251597,1.3732751363079978,1.3682263637780414,1.4553653628487169,1.5625330712762202
ENSG00000005448,1.5236623139604923,1.4050665602104704,1.7660608098074442,1.6078155695403011,1.1399409297742378,1.2476419834347505,2.2499974341671756,2.390863002901952
ENSG00000005469,1.172282681797954,1.14318441196844,1.047782656068024,1.0811418910463189,1.0945603863734363,1.1092067528932372,1.1082032645654767,1.140582357389284
ENSG00000005483,1.1604168346698427,1.1751029883102488,1.2826236516526563,1.2640980012738212,1.4171531023070207,1.3921140571449868,1.1448621429157335,1.1990598054953352
ENSG00000005486,1.122732346778418,1.1006614980898113,1.1204448432183014,1.1504816909519189,1.1275672509819141,1.1477300009067561,1.0471335118676144,1.053166957364839
ENSG00000005513,1.104967281660206,1.100964195960096,1.0,1.0,1.0,1.0,1.0,1.0049543543284818
ENSG00000005700,2.139426927376012,2.0723425134208435,2.490588099845478,2.3603895621161737,1.9958462779167367,1.9640030151990786,1.822958514101993,2.0479919951311563
ENSG00000005801,1.3634234215284036,1.5082156554676542,1.4460815076168114,1.4563593438800801,1.6072190369792156,1.5227638622628983,1.4480974686669168,1.6501671413138679
ENSG00000005810,1.3714473456419074,1.4076844920628822,1.245039234118759,1.2422549368917024,1.3895723182218387,1.3673542900272655,1.1909814130366154,1.2858578905574758
ENSG00000005812,2.7817772477362768,2.6691719350650853,2.318036229747877,2.2770861295518996,2.981390551638697,2.9557814729923306,2.4536229296393275,2.7693126268737767
ENSG00000005844,1.0004255322741373,1.0004832219035473,1.0003678403377767,1.0004111095063308,1.009304170275885,1.0116602226337759,1.0,1.0
ENSG00000005882,1.433092983966252,1.3132342405131427,1.1199205273050519,1.1363948457626665,1.0235392495887456,1.0338211744690768,1.3507178776896531,1.4064495943195878
ENSG00000005884,3.3929877767085337,3.0818934860200273,2.3336641628634682,2.2201596696645676,1.4721862036856561,1.5361921882096743,3.036230769624763,3.3062724488155526
ENSG00000005889,1.8711852193977296,1.8920256912189957,2.071886205926743,2.064044714064527,1.9185312599916247,1.9278926621468584,1.4911091150880573,1.6623422415181697
ENSG00000005893,3.2786880755788554,3.0810055053190855,3.375006057774428,3.4388291043957793,3.9901924804837154,3.9739510172860975,3.372039680827008,3.691723980726446
ENSG00000005961,1.028441849959158,1.0169098854895837,1.0042640696067533,1.0036238229781673,1.0070806554368699,1.0164463987888743,1.0024432979837417,1.0103287022812055
ENSG00000006007,1.5736556694549804,1.4529643632411,1.2340536661711556,1.227907388908815,1.8402617964158658,1.8668921568633687,1.4106450264078358,1.5373010376078293
ENSG00000006015,1.3578503653239604,1.480016895102562,1.2820067832424817,1.3154271128001926,1.4609312418108673,1.4793443992217516,1.4525901636116145,1.5665716406267605
ENSG00000006016,1.0079632988960092,1.0064344764678759,1.0025009069859463,1.004566109813214,1.0079776463614596,1.0072888070213761,1.0008941937539226,1.0048824650782122
ENSG00000006025,1.2158338837337321,1.3079064298401022,1.0570134983862065,1.069963326466497,1.1286827309398086,1.0956274136071253,1.119156941873632,1.1832197063367247
ENSG00000006042,1.0608636419918822,1.0425743019687415,1.007568687671376,1.0061256443131754,1.004796193249079,1.004192145950625,1.0678727228553067,1.087537520001964
ENSG00000006047,1.053729998291636,1.0307386347724607,1.0,1.0,1.4116323302980445,1.4218292048953047,1.0,1.004048287880497
ENSG00000006062,1.1642456488334205,1.1535524370306303,1.006901190308388,1.0105363857993626,1.0336872878705965,1.0337718492730985,1.122487193870983,1.1678267595575271
ENSG00000006118,2.281751654787975,2.166702592392104,3.248537872109897,3.276465399464758,1.596176633897281,1.7247113830878718,1.35012379533065,1.4281906408417449
ENSG00000006125,2.176718501956778,2.0818440734330927,1.5693209527945484,1.5524065838180445,1.646268665997682,1.6793877640680637,2.6203025352080354,2.902737355810091
ENSG00000006194,1.6090551893892726,1.571332172181085,1.5679834464451343,1.5974691983848814,1.6666702547950794,1.6868859414012936,1.3013827869214,1.3767960160172434
ENSG00000006210,1.5131571943435862,1.3926526386789706,1.014762332666402,1.0167031175120733,1.6724615503338305,1.7150059610017534,1.0,1.0041130257872273
ENSG00000006282,1.5689271251900274,1.5488262230542909,1.4454353808871123,1.4378349494966836,1.268889468425584,1.2649086913651446,1.5676427922030691,1.732403801337331
ENSG00000006327,3.7469361511908486,3.7120454485536927,4.976065716862513,4.938276380926803,3.1867493313629085,3.4232272024739507,3.4961171659364285,3.631826031519847
ENSG00000006432,1.3911848061951582,1.388663467989346,1.2069307342059494,1.2073618921364033,1.4214737710892176,1.4411541080677677,1.1463489264323599,1.2389091166984043
ENSG00000006451,1.57207473992543,1.5164438563016815,1.8556509031709394,1.770012873399591,1.9151728528114975,1.8621260167385416,1.578880762672648,1.8061219215517235
ENSG00000006453,1.1174490322188992,1.0966126997397982,1.1495455345090415,1.1174357331615448,1.1268803728421828,1.1226528422917057,1.0133907932666515,1.0204204146540443
ENSG00000006459,1.0581848631475859,1.059701372146302,2.2748013593712946,2.1589089501294647,1.1697390420971827,1.1707967670044137,1.081632772935605,1.1116656915465344
ENSG00000006468,1.1053696621617513,1.0891387882419628,1.5294161856909723,1.5847749381740108,1.121002134739076,1.1063014127264155,1.5240987896241796,1.7496586880473026
ENSG00000006530,1.163704816854459,1.1740484169934293,1.2519674722596696,1.224762676027883,1.262421130111092,1.2716766616818853,1.1567266705726762,1.2005734042935892
ENSG00000006534,1.7892827083225205,1.5672436377619394,1.0651655700415341,1.1004327509042036,1.176399373883327,1.1538377558280484,1.1430537673875891,1.205730311827479
ENSG00000006555,1.0890641923335327,1.134490392940853,1.0,1.0,1.0302795702369998,1.0240359354555093,1.0009879077832093,1.0
ENSG00000006576,1.4022310094573043,1.380568770753716,1.410840370900157,1.420477012371524,1.3851604202085366,1.375206287630031,1.5785668241009518,1.659125376228163
ENSG00000006606,1.0021408129752087,1.0072816298804472,1.0054862234740043,1.009304170275885,1.0,1.0,1.0031416520312686,1.0
ENSG00000006607,1.0793473879157591,1.0841663386567213,1.1525793350172937,1.160216735136544,1.356126903543702,1.3546383391656736,1.1491422799968283,1.1993488308210043
ENSG00000006625,2.8718495611817954,2.972159585390804,2.027086799676754,1.9744155076231538,3.1867065516757145,3.0801067419768198,1.9807236223386815,2.2833173134832916
ENSG00000006634,1.8093321197735013,1.8146406531658115,1.8260623379159222,1.8086156986627107,2.3081657142808676,2.2588987693215237,1.8684734266241756,1.9944892135321395
ENSG00000006638,1.0105435467667734,1.0079848200406785,1.009017457626335,1.006815039116339,1.0116459117446774,1.0072816298804472,1.0290358309866183,1.0186982608467507
ENSG00000006652,2.1276464851120354,2.119243280490408,2.615249134595944,2.4960506766373216,3.0162145995883742,3.006554759475724,2.0541851361852426,2.271084982938553
ENSG00000006695,1.0741834314523349,1.0714675111988838,1.0326298519271733,1.03333489533321,1.0704923738570067,1.0653448262139913,1.0577829634880598,1.0710006262617915
ENSG00000006704,1.0311834348874465,1.028017428021263,1.0526662920028313,1.045114412678174,1.0490103451670076,1.0450444970482107,1.0182424712784146,1.0275433425843234
ENSG00000006712,1.9262879287143466,1.9454466456799213,1.3596111252250362,1.4907703482484713,1.8324201759139604,1.7265914743728112,1.713502269599793,1.8568980700314066
ENSG00000006715,1.1643615150275086,1.1524884786648253,1.1006076784854837,1.1057183011732363,1.1651337186058377,1.172071416568149,1.115219728866823,1.1659633767276765
ENSG00000006740,1.008393660804038,1.0106223150624651,1.000187538165599,1.000209175616063,1.000814892512639,1.000713957355369,1.001269013351965,1.0028105159663812
ENSG00000006744,1.6380645668213543,1.562020125192778,1.381294448814745,1.4361085236566937,1.6578594793590655,1.7239079986449977,1.7769588211718779,1.860243753449788
ENSG00000006747,1.0004904329450253,1.0005553306964414,1.0,1.0,1.0048321404715121,1.0078413396784627,1.006886832133636,1.0129333235595643
ENSG00000006756,1.518671093365247,1.4591850278664973,1.0007355869121306,1.0029616962073804,1.2910258929101115,1.3077432606858177,1.0328766563142076,1.0352367932749775
ENSG00000006757,1.2487594807544,1.210594592802845,1.0,1.000713957355369,1.0489127263168154,1.04045762835245,1.0307810025970698,1.048298970821304
ENSG00000006831,1.885613408363821,1.8349215176673845,1.5569394494964737,1.5827101391582148,1.7211582627828015,1.7659462800704193,1.484390806328188,1.6703282332586649
ENSG00000006837,1.001708581488739,1.0042065309687063,1.0042568774024934,1.0051412496160765,1.0063770243282542,1.0057880079474821,1.0087020078864728,1.0072744527038138
ENSG00000007047,1.0175585168172652,1.0194813128855627,1.0080637281579232,1.0098702604183227,1.019438611913533,1.023936611960993,1.0071596130214886,1.0090102890799948
ENSG00000007062,1.0053856146195268,1.0063123879363007,1.0044510543335332,1.0046883462073468,2.6733822951151525,2.5441638722585447,1.004566109813214,1.0048968432148475
ENSG00000007080,1.035342380792197,1.0268213013229044,1.033588626636214,1.0454359809426796,1.0535840458163819,1.06593070062562,1.0459181989874646,1.0690146779151806
ENSG00000007168,2.348810288150597,2.233596670143714,1.6661657611385505,1.684275661478226,2.497826933784442,2.5087531590302694,2.2555430314405034,2.5289763167794725
ENSG00000007202,3.37867391731696,3.2656619245218903,2.4817122620033043,2.5387318343014087,3.4792434977968365,3.5906618959652645,3.7413267550213316,4.0631663892581065
ENSG00000007237,1.0030264828898985,1.0016365303160402,1.0,1.0,1.038162226208713,1.0307103888648042,1.0001514750269935,1.000540909226191
ENSG00000007255,1.0155903396393473,1.0096768115561519,1.0024360966967154,1.0,1.0094188393833272,1.0117460849873845,1.0,1.0
ENSG00000007264,1.0045085832203384,1.0,1.000771635452792,1.0,1.0025657143638307,1.0007500064364843,1.0,1.001067199515119
ENSG00000007341,1.1679487592940143,1.1649986128128902,1.0630403774042831,1.0495262208177183,1.1078820008287211,1.1004731206901672,1.0843092299404746,1.1253601530690212
ENSG00000007350,1.0,1.000713957355369,1.0026953203866062,1.0006130151358865,1.0,1.0005192767505122,1.0024649016291494,1.0037389444461486
ENSG00000007372,1.2074181206288852,1.2412910619337152,1.0005625413775068,1.0,1.0012473917911633,1.0010888237765971,1.003854056728617,1.0
ENSG00000007376,2.211762947366414,2.1363948457626667,1.757846798808216,1.9241531066105122,2.035645022186595,2.3150473696256286,1.7543915573006739,2.007644030878014
ENSG00000007384,1.203207422079512,1.2076617521090023,1.2663787812050056,1.3269399580369665,1.184235854283728,1.1902355695997704,1.1218442978763765,1.1591253816014542
ENSG00000007392,1.1074267547042427,1.1502997081016821,1.1737926472092455,1.1695145764785861,1.181496971331766,1.170982590070512,1.123176166324554,1.174841015283106
ENSG00000007402,1.0043072220793774,1.0068006800841522,1.0001298367111158,1.0001514750269935,1.0040770606421279,1.002673720191356,1.0007500064364843,1.0010960317917306
ENSG00000007516,1.0249224494143174,1.0158686145841112,1.0023856866810303,1.0067647818784227,1.0095048352331149,1.0070375858420029,1.0107655191284217,1.0115886667686653
ENSG00000007520,2.025783619213602,1.9283134669216646,1.5415098834403458,1.6616356023359593,1.5775762624245604,1.5960143853445958,1.4775478159138093,1.4356765941976306
ENSG00000007541,1.2230147069706947,1.2540437065259156,1.2577830681342665,1.311654235961948,1.2458546186134918,1.2564913960243944,1.182476194849991,1.2325932248035578
ENSG00000007545,1.220466168581583,1.2442416587728882,1.1736519544974824,1.2167093902832808,1.219803553798517,1.2425476321738764,1.1319252619871367,1.175396852652372
ENSG00000007866,1.2618256424967196,1.215162923453549,1.1464010664610391,1.1766419176568932,1.4186811094130893,1.45359132531994,1.1904315488655475,1.2305903858552905
ENSG00000007923,1.2671102676223105,1.275400456139554,1.2027499498574437,1.2184774105367338,1.2038463869889622,1.195542884433141,1.256431009222679,1.3264453072428655
ENSG00000007933,1.0,1.0009230294882288,1.0,1.0,1.0571937702646734,1.0604417356066893,1.0094833367512275,1.0124399514745475
ENSG00000007944,1.716499306952346,1.7094406329144347,1.326928456456134,1.2474475476838844,1.6681236643112625,1.5872497627709443,1.3546383391656736,1.6227945063553622
ENSG00000007952,1.0028105159663812,1.0,1.0,1.0027169202584607,1.0,1.0017446057257393,1.0,1.000836520556198
ENSG00000007968,1.769293582190836,1.709184745962887,1.172097026122566,1.2716169071686545,1.8148005919552712,1.85706135710296,1.2102641663130906,1.2546665992156942
ENSG00000008018,2.50425427002855,2.3925235073503397,2.9584826523987373,3.0030912666631906,3.142098069156775,3.2176867219332634,2.5331845598977814,2.782729361150127
ENSG00000008056,1.0081641504292163,1.0019103056309941,1.0081426319595292,1.008343458529335,1.001722991291483,1.0007500064364843,1.0,1.0021552184614433
ENSG00000008083,1.0511841388565735,1.0583095678669105,1.1319252619871367,1.1426552283313374,1.0705061127630033,1.062874646429324,1.0632406102678156,1.1078686132870477
ENSG00000008086,1.017401731574718,1.0200576523412535,1.0457225357346005,1.0449396172499066,1.0863489902656835,1.0928569106654802,1.0332996513448633,1.0476361006482033
ENSG00000008118,1.0028825085331214,1.0040914468077573,1.0006202255286485,1.0048824650782122,1.0,1.0,1.0028249147671346,1.0093830062663056
ENSG00000008128,1.0021192044761522,1.0078628626425004,1.0080924209487216,1.0243054933337232,1.0356239097307212,1.0450794552867222,1.0175300116768395,1.0469589609149856
ENSG00000008130,1.6670564595301869,1.5961002839101486,1.540319945920997,1.5798849072728691,1.6806169174360908,1.6210695737289236,1.640417326171857,1.7477010416198595
ENSG00000008226,1.0005120658532032,1.001269013351965,1.0008076830927335,1.001924713419045,1.0008509390717752,1.0013194624003803,1.0020543770370196,1.0034511235501495
ENSG00000008256,1.222761291907605,1.2001402124975034,1.048794180260805,1.0438903997079967,1.0890845370547162,1.0922886381594474,1.1747323783676864,1.2228787336907563
ENSG00000008277,1.0034079454627676,1.0052418755126227,1.0011825251644453,1.0020399705438312,1.0383167715748285,1.031903296825426,1.0130405560379945,1.0205484266364613
ENSG00000008282,3.638502526226167,3.5012225654090354,3.3170044406672883,3.2833054588175323,4.511708384089655,4.526588438946911,3.298162670551686,3.6487300279021735
ENSG00000008283,2.722955583352402,2.445697573750749,1.6879072391830507,1.806418927711526,2.780895878091062,2.9046690592983757,1.7431056042316855,1.7375656305043092
ENSG00000008294,2.050097651434643,2.045719041506767,1.8914658500819619,1.8273068785827813,1.5172908130783778,1.5002615784236653,1.752692937409256,1.9995959888243466
ENSG00000008300,1.2229529025230423,1.193557294097801,1.18584117902168,1.196178955881469,1.0709594232770812,1.0595837093214389,1.0922886381594474,1.1264442997246913
ENSG00000008311,1.010092336387685,1.0061974716442574,1.0946144320406668,1.0930665737466845,1.0028465126988177,1.0018094470856143,1.4675664256191816,1.6197275753829727
ENSG00000008323,1.3937731231139134,1.2884766900116984,1.0061759238204169,1.0035014963522007,1.0681204525292407,1.1013004524564667,1.00589577281963,1.0128260831101774
